id,hotel_name,hotel_rating,hotel_experience,amenities,address,country,locality,location,price
9259,Othello Tunnels Campground and RV Park,2.5,Average,"['Free parking', 'Pets Allowed ( Dog / Pet Friendly )']",67851 Othello Rd Hope British Columbia,Canada,Kimberley British Columbia,"(49.380864, -121.353806458116)",
9260,Emory Bar RV Park & Campsite,,,[],28775 Trans Canada Hwy ,Canada,Kimberley British Columbia,"(49.1699962, -122.6918771)",
9261,Mount Hope Motel,,,[],318 Old Hope Princeton Way ,Canada,Kimberley British Columbia,"(49.3747672, -121.4368978)",
9262,Comfort Inn & Suites Thousand Islands Harbour District,4.0,Very good,"['Pool', 'Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Fitness Centre with Gym / Workout Room', 'Breakfast Available', 'Business Centre with Internet Access', 'Heated pool', 'Indoor pool', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Sauna', 'Self-Serve Laundry', 'Microwave', 'Family Rooms', 'Non-smoking rooms', 'Suites']",22 Main St Gananoque Ontario,Canada,Kimberley British Columbia,"('nil', 'nil')",
9263,Country Squire Resort & Spa,3.5,Very good,"['Pool', 'Free parking', 'Free High Speed Internet (WiFi)', 'Fitness Centre with Gym / Workout Room', 'Breakfast included', 'Restaurant', 'Spa', 'Bar/Lounge', 'Banquet Room', 'Breakfast Available', 'Heated pool', 'Hot Tub', 'Indoor pool', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Outdoor pool', 'Pets Allowed ( Dog / Pet Friendly )', 'Tennis Court', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Non-smoking rooms', 'Suites']",715 King St E Gananoque Ontario,Canada,Kimberley British Columbia,"('nil', 'nil')",72
9264,Howard Johnson by Wyndham Gananoque,3.5,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Pool', 'Breakfast included', 'Golf Course', 'Meeting rooms', 'Non-smoking hotel', 'Outdoor pool', 'Pets Allowed ( Dog / Pet Friendly )', 'Air conditioning', 'Microwave', 'Family Rooms', 'Non-smoking rooms']",550 King St E Gananoque Ontario,Canada,Kimberley British Columbia,"(44.334685890625, -76.154838425)",81
9265,Seaway Manor Bed and Breakfast,5.0,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Multilingual Staff', 'Non-smoking hotel', 'Air conditioning', 'Family Rooms', 'Non-smoking rooms', 'Suites']",465 Stone St S Gananoque Ontario,Canada,Kimberley British Columbia,"('nil', 'nil')",
9266,The Woodview Inn,4.5,Excellent,"['Free parking', 'Restaurant', 'Bar/Lounge', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Non-smoking hotel', 'Public Wifi', 'Air conditioning', 'Accessible rooms', 'Family Rooms', 'Non-smoking rooms', 'Suites']", ,Canada,Kimberley British Columbia,"('nil', 'nil')",
9267,Sleepy Hollow Bed & Breakfast,4.5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Non-smoking hotel', 'Public Wifi', 'Air conditioning', 'Family Rooms', 'Non-smoking rooms']", ,Canada,Kimberley British Columbia,"('nil', 'nil')",
9268,Turtle Island Bed and Breakfast,5.0,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Non-smoking hotel', 'Public Wifi', 'Air conditioning', 'Family Rooms', 'Non-smoking rooms']",415 Stone St S Gananoque Ontario,Canada,Kimberley British Columbia,"(44.3268679, -76.1589592)",
9269,Riverwalk Bed and Breakfast,,,[],146 John St Gananoque Ontario,Canada,Kimberley British Columbia,"(44.3267694733333, -76.1573319644444)",
9270,The Gananoque Inn and Spa,4.0,Very good,"['Free parking', 'Restaurant', 'Free High Speed Internet (WiFi)', 'Room service', 'Bar/Lounge', 'Spa', 'Breakfast included', 'Banquet Room', 'Conference Facilities', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Air conditioning', 'Family Rooms', 'Non-smoking rooms', 'Suites']",550 Stone St S Gananoque Ontario,Canada,Kimberley British Columbia,"(44.3257248, -76.1579376)",130
9271,Trinity House Inn,4.0,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Bar/Lounge', 'Banquet Room', 'Golf Course', 'Non-smoking hotel', 'Public Wifi', 'Air conditioning', 'Family Rooms', 'Non-smoking rooms']", ,Canada,Kimberley British Columbia,"('nil', 'nil')",
9272,Colonial Resort & Spa,3.5,Very good,"['Pool', 'Free parking', 'Free High Speed Internet (WiFi)', 'Restaurant', 'Bar/Lounge', 'Spa', 'Breakfast included', 'Banquet Room', 'Breakfast Available', 'Children Activities (Kid / Family Friendly)', 'Conference Facilities', 'Heated pool', 'Hot Tub', 'Indoor pool', 'Meeting rooms', 'Non-smoking hotel', 'Outdoor pool', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Sauna', 'Wheelchair Access', 'Air conditioning', 'Refrigerator in room', 'Accessible rooms', 'Family Rooms', 'Non-smoking rooms']",780 King St W Gananoque Ontario,Canada,Kimberley British Columbia,"(44.3258793264989, -76.1771235994701)",
9273,Quality Inn & Suites 1000 Islands,3.5,Very good,"['Pool', 'Free parking', 'Restaurant', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Breakfast Available', 'Heated pool', 'Laundry Service', 'Multilingual Staff', 'Non-smoking hotel', 'Outdoor pool', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Self-Serve Laundry', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Non-smoking rooms', 'Smoking rooms available', 'Suites']",650 King St E Gananoque Ontario,Canada,Kimberley British Columbia,"(44.3369303319149, -76.1513494617021)",89
9274,Travelodge Gananoque,3.5,Very good,"['Pool', 'Breakfast included', 'Free parking', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Outdoor pool', 'Pets Allowed ( Dog / Pet Friendly )', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Non-smoking rooms', 'Suites']",785 King St E Gananoque Ontario,Canada,Kimberley British Columbia,"(44.33817895, -76.146321137178)",
9275,Ramada by Wyndham Gananoque Provincial Inn,3.5,Very good,"['Pool', 'Free parking', 'Restaurant', 'Free High Speed Internet (WiFi)', 'Laundry Service', 'Non-smoking hotel', 'Outdoor pool', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Self-Serve Laundry', 'Wheelchair Access', 'Air conditioning', 'Refrigerator in room', 'Family Rooms', 'Non-smoking rooms']",846 King St E Gananoque Ontario,Canada,Kimberley British Columbia,"(44.3386114980324, -76.1458091662527)",
9276,1000 Islands Bed and Breakfast - The Bulloch House,5.0,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Business Centre with Internet Access', 'Casino and Gambling', 'Public Wifi', 'Non-smoking rooms', 'Suites']",199 Pine St Gananoque Ontario,Canada,Kimberley British Columbia,"(44.3299795, -76.1598789)",
9277,Absolute 1000 Islands Suites,5.0,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Golf Course', 'Non-smoking hotel', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Kitchenette', 'Non-smoking rooms', 'Suites']",22 Church St Gananoque Ontario,Canada,Kimberley British Columbia,"(44.3256453749044, -76.1665949398192)",
9278,Imperial Inn,,,[],555 King St E Gananoque Ontario,Canada,Kimberley British Columbia,"(44.33518935, -76.1535051)",
9279,Waterside Inn,3.0,,[],59 Church St ,Canada,Kimberley British Columbia,"(43.9119019333333, -78.6829494333333)",
9280,1000 Island Condo Getaway,3.0,Average,"['Free parking', 'Restaurant', 'Bar/Lounge', 'Free High Speed Internet (WiFi)', 'Children Activities (Kid / Family Friendly)', 'Refrigerator in room', 'Kitchenette', 'Suites']",60 Market St Gananoque Ontario,Canada,Kimberley British Columbia,"(44.3253702831413, -76.164401848267)",
9281,Gateway Motel,3.0,Average,"['Pool', 'Room service', 'Free parking', 'Free High Speed Internet (WiFi)', 'Laundry Service', 'Non-smoking hotel', 'Public Wifi', 'Air conditioning', 'Refrigerator in room', 'Family Rooms', 'Non-smoking rooms']",819 King St W Gananoque Ontario,Canada,Kimberley British Columbia,"(44.3255920648607, -76.1777395363135)",
9282,Howe Island B&B,5.0,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Non-smoking hotel', 'Public Wifi', 'Air conditioning', 'Non-smoking rooms']", ,Canada,Kimberley British Columbia,"('nil', 'nil')",
9283,Beaver Hall B&B,5.0,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Non-smoking hotel', 'Public Wifi', 'Air conditioning', 'Family Rooms', 'Non-smoking rooms']",75 King St W Gananoque Ontario,Canada,Kimberley British Columbia,"(44.3260604636364, -76.1658481863636)",
9284,Horseblock Point Cottages,5.0,Excellent,['Refrigerator in room'], ,Canada,Kimberley British Columbia,"('nil', 'nil')",
9285,Spencer's Riverfront Cottages,4.0,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Pets Allowed ( Dog / Pet Friendly )', 'Refrigerator in room', 'Kitchenette']",4607 Hwy 2 Gananoque Ontario,Canada,Kimberley British Columbia,"(44.3213325508535, -76.2255944172057)",
9286,Willowbank Motor Court,5.0,,[],4682 Highway 2 ,Canada,Kimberley British Columbia,"(45.3909807107206, -63.8278200204208)",
9287,Misty Isles Lodge,4.0,Very good,"['Children Activities (Kid / Family Friendly)', 'Kitchenette']",25 River Road Gananoque Ontario,Canada,Kimberley British Columbia,"(50.000678, -86.000977)",
9288,The Pines Cottages,2.0,,[],337 Howe Island Ferry Rd ,Canada,Kimberley British Columbia,"(44.3085956192308, -76.1949211730769)",
9289,Gite Pantoufles et Pamplemousse,5.0,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Non-smoking hotel', 'Public Wifi', 'Air conditioning', 'Non-smoking rooms']",140 Sainte-Adele Quebec,Canada,Kimberley British Columbia,"(45.953298, -74.136086)",
9290,Hotel Mont Gabriel,3.5,Very good,"['Pool', 'Free parking', 'Restaurant', 'Room service', 'Fitness Centre with Gym / Workout Room', 'Bar/Lounge', 'Spa', 'Free High Speed Internet (WiFi)', 'Banquet Room', 'Breakfast Available', 'Business Centre with Internet Access', 'Concierge', 'Conference Facilities', 'Golf Course', 'Heated pool', 'Hot Tub', 'Indoor pool', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Outdoor pool', 'Public Wifi', 'Ski-In / Ski-Out', 'Tennis Court', 'Wheelchair Access', 'Air conditioning', 'Refrigerator in room', 'Accessible rooms', 'Family Rooms', 'Non-smoking rooms', 'Suites']",1699 chemin du Mont Gabriel Sainte-Adele Quebec,Canada,Kimberley British Columbia,"(45.921618, -74.161126)",
9291,Excelsior Hotel Spa Sainte-Adele,3.0,Average,"['Pool', 'Free parking', 'Restaurant', 'Spa', 'Free High Speed Internet (WiFi)', 'Heated pool', 'Indoor pool', 'Non-smoking hotel', 'Outdoor pool', 'Air conditioning', 'Refrigerator in room', 'Family Rooms', 'Non-smoking rooms']",3655 Boulevard de Sainte-Adele Sainte-Adele Quebec,Canada,Kimberley British Columbia,"(45.974048, -74.1719865)",
9292,Hotel Spa Chateau Sainte-Adele,3.5,Very good,"['Pool', 'Free parking', 'Restaurant', 'Spa', 'Free High Speed Internet (WiFi)', 'Bar/Lounge', 'Breakfast included', 'Banquet Room', 'Concierge', 'Conference Facilities', 'Heated pool', 'Hot Tub', 'Indoor pool', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Public Wifi', 'Sauna', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Accessible rooms', 'Family Rooms', 'Non-smoking rooms', 'Suites']",3080 Boulevard Sainte-Adele (Route 117) Sainte-Adele Quebec,Canada,Kimberley British Columbia,"(52.4760892, -71.8258668)",85
9293,Motel Chantolac,3.5,Very good,"['Free High Speed Internet (WiFi)', 'Pool', 'Room service', 'Hot Tub', 'Multilingual Staff', 'Non-smoking hotel', 'Outdoor pool', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Family Rooms']",156 Rue Morin Sainte-Adele Quebec,Canada,Kimberley British Columbia,"(45.949083, -74.139329)",65
9294,Auberge Champetre,3.0,Average,"['Free High Speed Internet (WiFi)', 'Pool', 'Free parking', 'Restaurant', 'Heated pool', 'Non-smoking hotel', 'Outdoor pool', 'Air conditioning', 'Refrigerator in room', 'Family Rooms', 'Non-smoking rooms']",1435 Boulevard Ste-Adele Sainte-Adele Quebec,Canada,Kimberley British Columbia,"(52.4760892, -71.8258668)",
9295,Auberge Bonne Nuit-Bonjour B&B,4.5,Excellent,"['Pool', 'Free High Speed Internet (WiFi)', 'Free parking', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Air conditioning']",1980 blvd Sainte-Adele Sainte-Adele Quebec,Canada,Kimberley British Columbia,"(52.4760892, -71.8258668)",125
9296,Auberge & Spa Nordique Beaux Reves,4.5,Excellent,"['Free parking', 'Restaurant', 'Free High Speed Internet (WiFi)', 'Spa', 'Breakfast included', 'Breakfast Available', 'Hot Tub', 'Multilingual Staff', 'Non-smoking hotel', 'Sauna', 'Air conditioning', 'Non-smoking rooms', 'Suites']",2310 Boulevard Ste-Adele Sainte-Adele Quebec,Canada,Kimberley British Columbia,"(52.4760892, -71.8258668)",
9297,Hotel Le Petit Lac Sainte-Adele,4.0,,[],2010 Pierre Peladeau ,Canada,Kimberley British Columbia,"(45.9977130247554, -74.1121144590498)",
9298,Motel Panoramik,3.5,Very good,"['Pool', 'Free parking', 'Breakfast included', 'Free High Speed Internet (WiFi)', 'Children Activities (Kid / Family Friendly)', 'Air conditioning', 'Kitchenette', 'Suites']",280 Rue Seraphin Sainte-Adele Quebec,Canada,Kimberley British Columbia,"(45.971402, -74.169173)",54
9299,Gite Couette et Girouette,4.5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Golf Course', 'Hot Tub', 'Multilingual Staff', 'Non-smoking hotel', 'Public Wifi', 'Air conditioning', 'Non-smoking rooms']",941 Ouimet St Sainte-Adele Quebec,Canada,Kimberley British Columbia,"(52.4760892, -71.8258668)",
9300,Le Clair Matin,4.5,Excellent,"['Free parking', 'Spa', 'Free High Speed Internet (WiFi)', 'Golf Course', 'Meeting rooms', 'Non-smoking hotel', 'Air conditioning', 'Family Rooms']",3011 rue Beaudry Sainte-Adele Quebec,Canada,Kimberley British Columbia,"(45.9407345, -74.1243551)",
9301,Auberge Alpine,3.0,,[],1440 Pierre-Peladeau ,Canada,Kimberley British Columbia,"(45.985181, -74.119767)",
9302,Manoir Alpine,2.5,Average,"['Pool', 'Free parking', 'Restaurant', 'Bar/Lounge', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Suites']",1455 Chemin Pierre Peladeau Sainte-Adele Quebec,Canada,Kimberley British Columbia,"(45.983361, -74.120658)",
9303,Villa Panoramique et Jardin,,,[],650 Boulevard de Sainte-Adele ,Canada,Kimberley British Columbia,"(45.948455, -74.129039)",
9304,Auberge Le Papillon Sauvage,5.0,Excellent,['Free High Speed Internet (WiFi)'],100 boul. de Ste-Adele Sainte-Adele Quebec,Canada,Kimberley British Columbia,"(52.4760892, -71.8258668)",
9305,La Belle Idee B&B,3.0,,[],894 rue de l'Arbre Sec ,Canada,Kimberley British Columbia,"(45.966154, -74.121378)",
9306,Auberge Du Petit Train du Nord,3.0,Average,"['Free parking', 'Free High Speed Internet (WiFi)']",3065 Rue Rolland Sainte-Adele Quebec,Canada,Kimberley British Columbia,"(45.940412, -74.119478)",
9307,Auberge aux Croissants,,,[],750 chemin Ste-Marguerite ,Canada,Kimberley British Columbia,"(46.2638644, 7.3491378)",
9308,Auberge Des Sorbiers,,,[],4120 Rue Rolland ,Canada,Kimberley British Columbia,"(45.4455191, -73.5810623)",
9309,Auberge Restaurant La Bruyere,,,[],1406 chemin Pierre Peladeau ,Canada,Kimberley British Columbia,"(45.983301, -74.121131)",
9310,Au Triangle du Nord Bed & Breakfast,,,[],1405 rue Deschambault ,Canada,Kimberley British Columbia,"(45.941628, -74.120129)",
9311,Aux Pins Dores,,,"['Restaurant', 'Hot Tub', 'Non-smoking hotel', 'Public Wifi', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms']", ,Canada,Kimberley British Columbia,"('nil', 'nil')",
9312,Joes,,,[],15 Rue Morin ,Canada,Kimberley British Columbia,"(46.648545, 4.736016)",
9313,La Brise des Vents Bed and Breakfast,,,[],486 Chemin Pierre Peladeau ,Canada,Kimberley British Columbia,"(45.9538762185223, -74.1328881481252)",
9314,La Cedraie B&B,,,[],1386 rue du Skieur ,Canada,Kimberley British Columbia,"(45.9528228087105, -74.1426607875403)",
9315,Best Western Plus Dartmouth Hotel & Suites,4.5,Excellent,"['Pool', 'Room service', 'Free High Speed Internet (WiFi)', 'Free parking', 'Restaurant', 'Breakfast included', 'Fitness Centre with Gym / Workout Room', 'Banquet Room', 'Business Centre with Internet Access', 'Conference Facilities', 'Dry Cleaning', 'Heated pool', 'Indoor pool', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Self-Serve Laundry', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Family Rooms', 'Non-smoking rooms', 'Suites']",15 Spectacle Lake Dr Dartmouth Nova Scotia,Canada,Kimberley British Columbia,"(44.7002223, -63.5823783654926)",
9316,Hearthstone Inn Boutique Hotel Halifax-Dartmouth,4.0,Very good,"['Free parking', 'Fitness Centre with Gym / Workout Room', 'Free High Speed Internet (WiFi)', 'Bar/Lounge', 'Breakfast included', 'Banquet Room', 'Breakfast Available', 'Business Centre with Internet Access', 'Conference Facilities', 'Dry Cleaning', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Self-Serve Laundry', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Family Rooms', 'Non-smoking rooms']",313 Prince Albert Rd Dartmouth Nova Scotia,Canada,Kimberley British Columbia,"(44.67889115, -63.5496866787069)",114
9317,Doubletree by Hilton Halifax Dartmouth,4.0,Very good,"['Pool', 'Restaurant', 'Room service', 'Free High Speed Internet (WiFi)', 'Fitness Centre with Gym / Workout Room', 'Bar/Lounge', 'Banquet Room', 'Business Centre with Internet Access', 'Conference Facilities', 'Dry Cleaning', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Outdoor pool', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry', 'Wheelchair Access', 'Air conditioning', 'Refrigerator in room', 'Accessible rooms', 'Non-smoking rooms', 'Suites']",101 Wyse Rd Dartmouth Nova Scotia,Canada,Kimberley British Columbia,"(44.668926, -63.5773467)",
9318,Delta Hotels by Marriott Dartmouth,4.5,Excellent,"['Pool', 'Room service', 'Free parking', 'Restaurant', 'Bar/Lounge', 'Free High Speed Internet (WiFi)', 'Fitness Centre with Gym / Workout Room', 'Banquet Room', 'Breakfast Available', 'Business Centre with Internet Access', 'Children Activities (Kid / Family Friendly)', 'Conference Facilities', 'Dry Cleaning', 'Hot Tub', 'Indoor pool', 'Laundry Service', 'Meeting rooms', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Wheelchair Access', 'Air conditioning', 'Non-smoking rooms', 'Suites']",240 Brownlow Ave Dartmouth Nova Scotia,Canada,Kimberley British Columbia,"(44.69423565, -63.5789717873266)",
9319,Travelodge Suites Halifax Dartmouth,4.0,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Fitness Centre with Gym / Workout Room', 'Business Centre with Internet Access', 'Dry Cleaning', 'Laundry Service', 'Multilingual Staff', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Family Rooms', 'Non-smoking rooms', 'Suites']",101 Yorkshire Ave Exten Dartmouth Nova Scotia,Canada,Kimberley British Columbia,"(45.1960403, -63.1653789)",
