id,hotel_name,hotel_rating,hotel_experience,amenities,address,country,location,price
1321,Gite Dentelles Et Pignons,4.5,,[],40 Cote Saint-Antoine ,Canada,"(47.6384777500025, -70.1500157632514)",
1322,La Maison sous les Lilas,4.0,,[],649 rue Saint-Raphael ,Canada,"(47.6687356, -70.0954204)",
1323,Auberge De La Miscoutine,4.0,Very good,"['Free parking', 'Restaurant', 'Bar/Lounge']",62 2e Rang La Malbaie Quebec,Canada,"(52.4760892, -71.8258668)",
1324,Le Petit Hotel Charlevoix,4.5,,[],1075 Richelieu St ,Canada,"(42.097064, -72.578918)",
1325,Les Guigneaux,5.0,,[],3 ,Canada,"(33.8333136, -4.8556382)",
1326,Gite Le Repos du Roi,5.0,Excellent,[],9 La Malbaie Quebec,Canada,"(47.657525, -70.153885)",
1327,Domaine Au Gre des Saisons,5.0,,[],99 Chemin Grand-Fonds ,Canada,"('nil', 'nil')",
1328,Les Chalets De Moh,5.0,,[],10 Chemin de la Montagne Noire ,Canada,"(46.1625263, 5.3471759)",
1329,Le Relais du Havre,5.0,,[],150 rue du Quai ,Canada,"(50.6371266, 3.055565)",
1330,Gite Entre Mer et Montagnes,2.0,,[],23 ,Canada,"(46.0593485, 2.04890101251091)",
1331,Chaumiere de la Cote,,,[],56 ,Canada,"(47.82598115, -2.76334926955883)",
1332,La Pinsonniere,,,[],124 Saint-Raphael ,Canada,"(33.5113892924599, -117.734942823683)",
1333,Les Petits Mensonges,,,[],352 Rue Saint Etienne ,Canada,"(45.825215, -73.422081)",
1334,Maison Des Lilas,,,[],615 St-Raphael ,Canada,"(43.4255303, 6.7694244)",
1341,Estrimont Suites & Spa,4.0,Very good,"['Pool', 'Free parking', 'Restaurant', 'Room service', 'Fitness Centre with Gym / Workout Room', 'Bar/Lounge', 'Spa', 'Free High Speed Internet (WiFi)', 'Banquet Room', 'Business Centre with Internet Access', 'Concierge', 'Conference Facilities', 'Dry Cleaning', 'Heated pool', 'Hot Tub', 'Indoor pool', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Outdoor pool', 'Sauna', 'Tennis Court', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Accessible rooms', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']",4 Quebec,Canada,"(33.5739670208333, -117.734200354167)",125.0
1342,Espace 4 Saisons,4.5,Excellent,"['Free parking', 'Restaurant', 'Bar/Lounge', 'Free High Speed Internet (WiFi)', 'Room service', 'Fitness Centre with Gym / Workout Room', 'Banquet Room', 'Business Centre with Internet Access', 'Concierge', 'Conference Facilities', 'Heated pool', 'Indoor pool', 'Laundry Service', 'Meeting rooms', 'Public Wifi', 'Wheelchair Access', 'Air conditioning', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']",4940 Chemin du Parc Quebec,Canada,"(48.4591366, -79.0077488)",109.0
1343,Au Saut Du Lit,5.0,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Golf Course', 'Non-smoking hotel', 'Public Wifi', 'Air conditioning', 'Refrigerator in room', 'Family Rooms', 'Non-smoking rooms']",224 rue Merry Nord Magog Quebec,Canada,"(45.2760896, -72.1543772)",
1344,B&B Au Manoir de la rue Merry,5.0,Excellent,"['Pool', 'Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Multilingual Staff', 'Non-smoking hotel', 'Outdoor pool', 'Public Wifi', 'Air conditioning', 'Family Rooms', 'Non-smoking rooms']",92 Merry Sud Magog Quebec,Canada,"(45.2660612, -72.155573)",
1345,La Belle Victorienne,4.0,Very good,"['Free High Speed Internet (WiFi)', 'Breakfast included', 'Breakfast Available', 'Hot Tub', 'Non-smoking hotel', 'Public Wifi', 'Self-Serve Laundry', 'Air conditioning', 'Non-smoking rooms']",142 Merry Nord Magog Quebec,Canada,"(45.2760896, -72.1543772)",
1346,Auberge de la Tour et Spa,5.0,Excellent,"['Pool', 'Free parking', 'Spa', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Golf Course', 'Hot Tub', 'Non-smoking hotel', 'Outdoor pool', 'Sauna', 'Air conditioning', 'Family Rooms', 'Suites']",1837 chemin Alfred-Desrochers Quebec,Canada,"(45.342756, -72.1481539)",
1347,Condos Memphremagog,5.0,Excellent,"['Pool', 'Free parking', 'Spa', 'Free High Speed Internet (WiFi)', 'Fitness Centre with Gym / Workout Room', 'Children Activities (Kid / Family Friendly)', 'Hot Tub', 'Indoor pool', 'Meeting rooms', 'Non-smoking hotel', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Accessible rooms', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms']",261 Merry South Magog Quebec,Canada,"(45.2660612, -72.155573)",
1348,Au Coq du Bonheur B&B,5.0,Excellent,"['Free High Speed Internet (WiFi)', 'Pool', 'Free parking', 'Breakfast included', 'Non-smoking hotel', 'Public Wifi', 'Air conditioning', 'Refrigerator in room', 'Non-smoking rooms', 'Suites']",7 Magog Quebec,Canada,"(45.265463, -72.147903)",
1349,Au Virage B&B,4.5,Excellent,"['Pool', 'Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Non-smoking hotel', 'Outdoor pool', 'Air conditioning', 'Non-smoking rooms', 'Suites']",172 Merry Nord Magog Quebec,Canada,"(45.2760896, -72.1543772)",
1350,O Bois Dormant,5.0,Excellent,"['Pool', 'Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Golf Course', 'Hot Tub', 'Non-smoking hotel', 'Outdoor pool', 'Public Wifi', 'Sauna', 'Air conditioning', 'Family Rooms', 'Non-smoking rooms']",205 Abbott Magog Quebec,Canada,"(45.2677694, -72.1541377)",
1351,Au Coeur De Magog,5.0,Excellent,"['Free High Speed Internet (WiFi)', 'Breakfast included', 'Free parking', 'Golf Course', 'Hot Tub', 'Non-smoking hotel', 'Air conditioning', 'Refrigerator in room', 'Non-smoking rooms', 'Suites']",120 Merry Nord Magog Quebec,Canada,"(45.2760896, -72.1543772)",98.0
1352,Gite du Domaine de la Pomme d'Api,5.0,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Golf Course', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Air conditioning', 'Refrigerator in room', 'Family Rooms', 'Non-smoking rooms', 'Suites']",795 chemin Alfred-Desrochers Quebec,Canada,"(45.342756, -72.1481539)",
1353,Au Gite du Cerf Argente,5.0,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Spa', 'Heated pool', 'Hot Tub', 'Non-smoking hotel', 'Outdoor pool', 'Air conditioning', 'Refrigerator in room', 'Family Rooms', 'Non-smoking rooms']",2984 Georgeville Rd Magog Quebec,Canada,"(52.4760892, -71.8258668)",101.0
1354,Amour et Amitie B&B,4.5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Non-smoking hotel', 'Public Wifi', 'Air conditioning', 'Family Rooms', 'Non-smoking rooms', 'Suites']",30 rue Hatley Magog Quebec,Canada,"(45.2641844, -72.1554446)",88.0
1355,Gite Ici et Maintenant,5.0,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Laundry Service', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Air conditioning', 'Family Rooms', 'Non-smoking rooms', 'Suites']",12 Magog Quebec,Canada,"(45.265463, -72.147903)",89.0
1356,La Maison de Ville - bed & bistro,5.0,Excellent,"['Free parking', 'Restaurant', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Air conditioning', 'Non-smoking rooms']",353 rue St-Patrice Ouest Magog Quebec,Canada,"(45.2669659, -72.1503851)",
1357,A Tout Venant B&B et Massotherapie,5.0,Excellent,"['Free parking', 'Pool', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Room service', 'Spa', 'Children Activities (Kid / Family Friendly)', 'Concierge', 'Hot Tub', 'Meeting rooms', 'Non-smoking hotel', 'Outdoor pool', 'Shuttle Bus Service', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms']",20 rue Bellevue Magog Quebec,Canada,"(45.2636836, -72.1552668)",99.0
1358,"Jouvence, Centre de Villegiature",4.5,Excellent,"['Free parking', 'Restaurant', 'Bar/Lounge', 'Breakfast included', 'Free High Speed Internet (WiFi)', 'Banquet Room', 'Children Activities (Kid / Family Friendly)', 'Concierge', 'Conference Facilities', 'Electric vehicle charging station', 'Hot Tub', 'Meeting rooms', 'Non-smoking hotel', 'Public Wifi', 'Sauna', 'Self-Serve Laundry', 'Wheelchair Access', 'Refrigerator in room', 'Family Rooms', 'Non-smoking rooms', 'Suites']",13 Quebec,Canada,"(33.574113244898, -117.73410844898)",
1359,Auberge Aux Deux Peres,5.0,Excellent,"['Pool', 'Free parking', 'Free High Speed Internet (WiFi)', 'Spa', 'Golf Course', 'Non-smoking hotel', 'Outdoor pool', 'Public Wifi', 'Air conditioning', 'Microwave', 'Non-smoking rooms']",680 chemin des Peres Magog Quebec,Canada,"(45.2565502, -72.2147219)",
1360,Manoir Des Sables,,,[],90 Avenue Des Jardin Quebec,Canada,"(52.4760892, -71.8258668)",
1361,Cheribourg Hotel,4.0,Very good,"['Pool', 'Restaurant', 'Fitness Centre with Gym / Workout Room', 'Free parking', 'Bar/Lounge', 'Free High Speed Internet (WiFi)', 'Spa', 'Banquet Room', 'Business Centre with Internet Access', 'Children Activities (Kid / Family Friendly)', 'Conference Facilities', 'Dry Cleaning', 'Hot Tub', 'Indoor pool', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Outdoor pool', 'Sauna', 'Tennis Court', 'Wheelchair Access', 'Air conditioning', 'Family Rooms', 'Non-smoking rooms', 'Suites']",2603 Chemin du Parc Quebec,Canada,"(45.3155374, -72.172335)",
1362,A L'Ancestrale B & B,4.5,Excellent,"['Free parking', 'Spa', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Breakfast Available', 'Concierge', 'Multilingual Staff', 'Non-smoking hotel', 'Public Wifi', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Accessible rooms', 'Family Rooms', 'Non-smoking rooms', 'Suites']",200 Abbott Magog Quebec,Canada,"(45.2677694, -72.1541377)",109.0
1363,Au Cafe Creme and Spa,4.5,Excellent,"['Free parking', 'Spa', 'Free High Speed Internet (WiFi)', 'Hot Tub', 'Non-smoking hotel', 'Air conditioning', 'Non-smoking rooms']",23 Magog Quebec,Canada,"(45.265463, -72.147903)",125.0
1364,Motel de l'Outlet,4.0,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Public Wifi', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Accessible rooms', 'Non-smoking rooms']",82 rue de Hatley Magog Quebec,Canada,"(45.2634074, -72.1533868)",
1365,Hotel Etoile-sur-le-Lac,3.5,Very good,"['Free parking', 'Restaurant', 'Free High Speed Internet (WiFi)', 'Pool', 'Bar/Lounge', 'Business Centre with Internet Access', 'Heated pool', 'Hot Tub', 'Meeting rooms', 'Non-smoking hotel', 'Outdoor pool', 'Sauna', 'Wheelchair Access', 'Air conditioning', 'Family Rooms', 'Non-smoking rooms', 'Suites']",120 Magog Quebec,Canada,"(45.265463, -72.147903)",
1366,Auberge Les Pignons Verts,4.5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Restaurant', 'Golf Course', 'Non-smoking hotel', 'Public Wifi', 'Air conditioning', 'Family Rooms', 'Non-smoking rooms']",2158 Chemin Nicolas Austin Mago,Canada,"('nil', 'nil')",127.0
1367,Auberge du Mont Orford,4.0,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Restaurant', 'Fitness Centre with Gym / Workout Room', 'Concierge', 'Hot Tub', 'Meeting rooms', 'Non-smoking hotel', 'Public Wifi', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Non-smoking rooms', 'Suites']",3159 Route 112 Ouest Magog Quebec,Canada,"(52.4760892, -71.8258668)",89.0
1368,Auberge Jeunesse Magog-Orford Hostel,4.5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Children Activities (Kid / Family Friendly)', 'Meeting rooms', 'Non-smoking hotel', 'Self-Serve Laundry', 'Wheelchair Access', 'Microwave', 'Refrigerator in room', 'Accessible rooms', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms']",111 rue Merry Nord Magog Quebec,Canada,"(45.2760896, -72.1543772)",66.0
1369,Auberge du Grand Lac,3.5,Very good,"['Free parking', 'Restaurant', 'Free High Speed Internet (WiFi)', 'Room service', 'Breakfast Available', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Public Wifi', 'Wheelchair Access', 'Air conditioning', 'Refrigerator in room', 'Accessible rooms', 'Family Rooms', 'Non-smoking rooms']",40 rue Merry Sud Magog Quebec,Canada,"(45.2660612, -72.155573)",87.0
1370,La Maison Drew Bed and Breakfast,4.5,Excellent,"['Free High Speed Internet (WiFi)', 'Free parking', 'Restaurant', 'Spa', 'Concierge', 'Laundry Service', 'Meeting rooms', 'Non-smoking hotel', 'Air conditioning', 'Refrigerator in room', 'Family Rooms', 'Kitchenette']",206 rue Des Pins Magog Quebec,Canada,"(45.2672176, -72.1529603)",99.0
1372,Auberge Sainte Catherine de Hatley,3.5,Very good,"['Restaurant', 'Bar/Lounge', 'Free High Speed Internet (WiFi)', 'Golf Course', 'Meeting rooms', 'Non-smoking hotel', 'Public Wifi', 'Air conditioning', 'Non-smoking rooms']",2 Grand'Rue Mago,Canada,"(42.4259503, 11.4667357)",
1373,Comme Chez Soi,3.5,Very good,"['Free parking', 'Restaurant', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Air conditioning', 'Refrigerator in room', 'Non-smoking rooms']",3219 Rue Principale Ouest Magog Quebec,Canada,"(45.268414, -72.1583746)",70.0
1374,Motel de la Montagne,2.5,Average,"['Free parking', 'Pool', 'Free High Speed Internet (WiFi)', 'Children Activities (Kid / Family Friendly)', 'Non-smoking hotel', 'Outdoor pool', 'Public Wifi', 'Air conditioning', 'Refrigerator in room', 'Non-smoking rooms']",1215 ch de la Montagne Quebec,Canada,"(45.4500533, -75.7856462)",
1382,Maison Hatley,4.5,Excellent,"['Free High Speed Internet (WiFi)', 'Breakfast included', 'Free parking', 'Spa', 'Hot Tub', 'Non-smoking hotel', 'Public Wifi', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Family Rooms', 'Non-smoking rooms', 'Suites']",48 Rue de Hatley Magog Quebec,Canada,"(45.2641844, -72.1554446)",
1383,Au Chant Du Coq,5.0,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included']",2387 Chemin du Parc Quebec,Canada,"(48.4591366, -79.0077488)",
1384,Le ZEN,4.0,Very good,"['Pool', 'Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Suites']",97 Magog Quebec,Canada,"(45.265463, -72.147903)",
1386,Auberge La Destinee,4.0,Very good,"['Non-smoking hotel', 'Public Wifi', 'Wheelchair Access', 'Air conditioning', 'Accessible rooms', 'Non-smoking rooms', 'Smoking rooms available']",1495 Chemin de la Riviere Magog Quebec,Canada,"(45.2970999, -72.0526844)",
1387,Bijou dans la Foret,4.0,,[],34 rue de la Sterne ,Canada,"(45.4234247, -75.76176435)",
1388,Domaine des Pins Ranch du Spaghetti,3.5,,[],3005 Chemin Milletta ,Canada,"(45.2906531, -72.2110907)",
1389,Wasaga Motel Inn,,,[],8743 Beachwood Rd Wasaga Beach Ontario,Canada,"(44.4678191571429, -80.1168169571429)",98.0
1390,Saga Resort,4.5,Excellent,"['Pool', 'Free parking', 'Free High Speed Internet (WiFi)', 'Children Activities (Kid / Family Friendly)', 'Heated pool', 'Hot Tub', 'Laundry Service', 'Non-smoking hotel', 'Outdoor pool', 'Public Wifi', 'Self-Serve Laundry', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Accessible rooms', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']",88 Main St Wasaga Beach Ontario,Canada,"(44.5226549, -80.0160106)",88.0
1391,Oasis By The Bay Vacation Resort,4.5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Accessible rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']",790 Mosley St Wasaga Beach Ontario,Canada,"(44.5029494826743, -80.0391599389054)",95.0
1392,Wu Wu's Cabins,5.0,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Children Activities (Kid / Family Friendly)', 'Non-smoking hotel', 'Microwave', 'Refrigerator in room', 'Kitchenette', 'Non-smoking rooms']",725 River Rd E Wasaga Beach Ontario,Canada,"(44.542290469697, -79.9998004060606)",
1393,Wasaga Beach Inn and Cottages,,,[],159 Main St Wasaga Beach Ontario,Canada,"(44.52294955, -80.012614925)",76.0
1394,Hollywood Cottages,4.5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Multilingual Staff', 'Non-smoking hotel', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms']",169 Mosley St Wasaga Beach Ontario,Canada,"(44.5189778, -80.0221179)",
1395,J&J Motel,3.5,Very good,"['Pool', 'Free parking', 'Free High Speed Internet (WiFi)', 'Children Activities (Kid / Family Friendly)', 'Non-smoking hotel', 'Outdoor pool', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Non-smoking rooms']",201 Main St Wasaga Beach Ontario,Canada,"(44.5230604888889, -80.0108242777778)",79.0
1396,Wasaga Riverdocks Suites Inc,3.5,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Concierge', 'Golf Course', 'Non-smoking hotel', 'Air conditioning', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms']",361 Mosley St Wasaga Beach Ontario,Canada,"(44.5141344333333, -80.0271310333333)",
1397,Wasaga B&B,4.5,Excellent,['Air conditioning'],15 44th St N Wasaga Beach Ontario,Canada,"(44.4789758391304, -80.0761347347826)",
1398,Birch Haven by the Beach,4.5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Kitchenette']",119 29th St N Wasaga Beach Ontario,Canada,"(44.4888493111111, -80.0534111777778)",
1399,Albatross Motel,4.0,Very good,"['Pool', 'Non-smoking hotel', 'Air conditioning', 'Non-smoking rooms']",160 Main St Wasaga Beach Ontario,Canada,"(44.522697925, -80.012383)",
1400,Wasaga River Resort Inc,3.5,Very good,"['Non-smoking hotel', 'Air conditioning', 'Microwave', 'Minibar', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']",36 River Ave Cres Wasaga Beach Ontario,Canada,"(44.5216561809558, -80.0171817761957)",
1401,Lakeview Motel,3.0,Average,"['Free parking', 'Pool', 'Free Internet', 'Concierge', 'Non-smoking hotel', 'Outdoor pool', 'Air conditioning', 'Refrigerator in room', 'Family Rooms', 'Non-smoking rooms']",44 Mosley St Wasaga Beach Ontario,Canada,"(44.5229234, -80.0198215)",
1402,Villa Nova Motel Resort,3.0,Average,"['Pool', 'Free parking', 'Bar/Lounge', 'Free High Speed Internet (WiFi)', 'Outdoor pool', 'Pets Allowed ( Dog / Pet Friendly )', 'Air conditioning', 'Refrigerator in room', 'Kitchenette']",45 Mosley St Wasaga Beach Ontario,Canada,"(44.5224993587701, -80.0197440369278)",
1403,Oak Haven Cottages,3.5,,[],267 Mosley St ,Canada,"(33.2505511629994, -95.885642799871)",
1404,Sharodon Sands Motel,2.5,Average,"['Free parking', 'Room service', 'Free High Speed Internet (WiFi)', 'Children Activities (Kid / Family Friendly)', 'Pets Allowed ( Dog / Pet Friendly )', 'Shuttle Bus Service', 'Air conditioning', 'Kitchenette', 'Suites']",119 Main St Wasaga Beach Ontario,Canada,"(44.5228500764706, -80.0139920117647)",
1405,Kingsbridge Inn,2.5,Average,"['Pool', 'Free Internet', 'Free parking', 'Children Activities (Kid / Family Friendly)', 'Golf Course', 'Non-smoking hotel', 'Outdoor pool', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Sauna', 'Air conditioning', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Smoking rooms available']",268 Main St Wasaga Beach Ontario,Canada,"(44.5230439042946, -80.0073060881516)",
